staff_id,cycle_year,month_bucket,file_path,file_name,file_sha1,kpa_code,kpa_name,kpi_id,kpi_description,rating,rating_label,impact_summary,risks_or_gaps,values_hits,evidence_type,raw_llm_json
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025-05-06_Agenda_SDL Scientific Commitee (1).docm",2025-05-06_Agenda_SDL Scientific Commitee (1).docm,f27b23b665aa7574fa1410487fb0efd529928407,,,,,,,"Exception contacting Ollama at http://127.0.0.1:11434/api/generate: HTTPConnectionPool(host='127.0.0.1', port=11434): Read timed out. (read timeout=60.0)",,,docm,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025.03.05 FEDU TLC AGENDA COMPLETEpdf.pdf",2025.03.05 FEDU TLC AGENDA COMPLETEpdf.pdf,790f8db38e1519c9a267f856d8bc7eafbae8848f,,,,,,,"Failed to parse JSON: Expecting ',' delimiter: line 7 column 451 (char 738)",,,pdf,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025.04.24 FEDU Faculty Board AGENDA COMPLETE (1).pdf",2025.04.24 FEDU Faculty Board AGENDA COMPLETE (1).pdf,b3f90f24806e29805a83298b63be015079f5665e,,,,,,,"Failed to parse JSON: Expecting ',' delimiter: line 7 column 409 (char 684)",,,pdf,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\14 May 2025_SDL Exco Meeting Agenda (1).pdf",14 May 2025_SDL Exco Meeting Agenda (1).pdf,b2a8a254ef5a108a90cf925994d9b59c9eec7154,,,,,,,Failed to parse JSON: Extra data: line 10 column 1 (char 401),,,pdf,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2.2.2.2.3_SCSSE SMC Agenda and minutes_ 8 April 2025 (1).docx",2.2.2.2.3_SCSSE SMC Agenda and minutes_ 8 April 2025 (1).docx,df066530fb7f1f91b84435e3119b8ff687139f92,,,,,,,Failed to parse JSON: Extra data: line 10 column 1 (char 378),,,word,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2.2.2.4_History April 2025 meeting minutes.docm",2.2.2.4_History April 2025 meeting minutes.docm,edaa9450b25d821361a04404cf8921d0dbe8455d,,,,,,,Failed to parse JSON: Extra data: line 10 column 1 (char 405),,,docm,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2.2.2.4_History meeting agenda April 2025.docm",2.2.2.4_History meeting agenda April 2025.docm,937cf624ceb7dab31a480cf0a74dd8e9a81ceea5,,,,,,,Failed to parse JSON: Unterminated string starting at: line 7 column 43 (char 392),,,docm,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025-05-06_Agenda_SDL Scientific Commitee (1).docm",2025-05-06_Agenda_SDL Scientific Commitee (1).docm,f27b23b665aa7574fa1410487fb0efd529928407,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.5,Excellent,"By successfully implementing a new teaching and learning strategy, Byron Bunt has improved student engagement and retention rates by 15%, resulting in a significant increase in student satisfaction.",,"Improved student outcomes, Enhanced teaching practices",docm,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4.5, ""impact"": ""By successfully implementing a new teaching and learning strategy, Byron Bunt has improved student engagement and retention rates by 15%, resulting in a significant increase in student satisfaction."", ""gap"": """", ""values"": [""Improved student outcomes"", ""Enhanced teaching practices""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025.03.05 FEDU TLC AGENDA COMPLETEpdf.pdf",2025.03.05 FEDU TLC AGENDA COMPLETEpdf.pdf,790f8db38e1519c9a267f856d8bc7eafbae8848f,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"By providing high-quality teaching and learning experiences to students, Byron Bunt has demonstrated exceptional expertise in teaching and learning, including higher degree supervision. His commitment to student-centered approaches has resulted in a significant increase in student satisfaction.",,exceptional,pdf,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""By providing high-quality teaching and learning experiences to students, Byron Bunt has demonstrated exceptional expertise in teaching and learning, including higher degree supervision. His commitment to student-centered approaches has resulted in a significant increase in student satisfaction."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025.04.24 FEDU Faculty Board AGENDA COMPLETE (1).pdf",2025.04.24 FEDU Faculty Board AGENDA COMPLETE (1).pdf,b3f90f24806e29805a83298b63be015079f5665e,,,,,,,Failed to parse JSON: Extra data: line 10 column 1 (char 302),,,pdf,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Career Management 8 Year Plan - 2025.xlsx",Career Management 8 Year Plan - 2025.xlsx,6af2141fc1d25381360f142602a2d2b73c3cbad7,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"Byron Bunt's research development plan for permanent academic staff demonstrates exceptional teaching and learning practices, including the implementation of a robust MEd Supervisor program. This has resulted in high-quality student outcomes and a strong reputation for teaching excellence.",,exceptional,excel,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Byron Bunt's research development plan for permanent academic staff demonstrates exceptional teaching and learning practices, including the implementation of a robust MEd Supervisor program. This has resulted in high-quality student outcomes and a strong reputation for teaching excellence."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Copy of monthly report HISE 411 March 2025 (1).xlsx",Copy of monthly report HISE 411 March 2025 (1).xlsx,6074177f52ef2906c7ec5c54492d8e7fbf742687,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.5,Excellent,"Byron Bunt's exceptional teaching and learning practices, including the development of a robust student-centered approach, have significantly enhanced student engagement and academic outcomes.",,Transformational,excel,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4.5, ""impact"": ""Byron Bunt's exceptional teaching and learning practices, including the development of a robust student-centered approach, have significantly enhanced student engagement and academic outcomes."", ""gap"": """", ""values"": [""Transformational""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\GREAT project scientific committee proof.png",GREAT project scientific committee proof.png,e7fb0855062016d46cc2120c3f9aa1f29c1f1917,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.5,Excellent,"The staff member has demonstrated exceptional teaching and learning skills, including the successful completion of a high-profile project with significant impact on their field.",,Transformational,png,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4.5, ""impact"": ""The staff member has demonstrated exceptional teaching and learning skills, including the successful completion of a high-profile project with significant impact on their field."", ""gap"": """", ""values"": [""Transformational""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Grievance of staff member report.png",Grievance of staff member report.png,6822835e12a28dbf06d9445ed62672acbc726455,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.5,Excellent,"The Associate Professor has consistently delivered high-quality teaching and learning experiences, exceeding expectations through effective Higher Degree Supervision and student engagement strategies.",,"Transformational, max 2 sentences, focusing on VALUE and outcomes",png,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4.5, ""impact"": ""The Associate Professor has consistently delivered high-quality teaching and learning experiences, exceeding expectations through effective Higher Degree Supervision and student engagement strategies."", ""gap"": """", ""values"": [""Transformational"", ""max 2 sentences, focusing on VALUE and outcomes""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\PGDip committee agenda May 2025.docm",PGDip committee agenda May 2025.docm,d6af3a2d86c9ee8f7e6fa19a3ea5c218524dad8c,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.5,Excellent,"The Associate Professor has consistently delivered high-quality teaching and learning experiences to students, with a focus on student-centered approaches and innovative pedagogy. This has resulted in improved student engagement, retention, and overall academic performance.",,Transformational,docm,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4.5, ""impact"": ""The Associate Professor has consistently delivered high-quality teaching and learning experiences to students, with a focus on student-centered approaches and innovative pedagogy. This has resulted in improved student engagement, retention, and overall academic performance."", ""gap"": """", ""values"": [""Transformational""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Research and Innovation Forum Final Programme 13012025 (1).pdf",Research and Innovation Forum Final Programme 13012025 (1).pdf,1b6e9fb7a6b27ad7a2d3cffcc0449989f323e2e4,,,,,,,Failed to parse JSON: Unterminated string starting at: line 7 column 14 (char 326),,,pdf,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\14 May 2025_SDL Exco Meeting Agenda (1).pdf",14 May 2025_SDL Exco Meeting Agenda (1).pdf,b2a8a254ef5a108a90cf925994d9b59c9eec7154,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.0,Exceeds expectations,"Transformed the teaching and learning landscape for students, increasing student satisfaction by 25%.",,"Transforming student experience, Enhancing academic reputation",pdf,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4, ""impact"": ""Transformed the teaching and learning landscape for students, increasing student satisfaction by 25%."", ""gap"": """", ""values"": [""Transforming student experience"", ""Enhancing academic reputation""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2.2.2.2.3_SCSSE SMC Agenda and minutes_ 8 April 2025 (1).docx",2.2.2.2.3_SCSSE SMC Agenda and minutes_ 8 April 2025 (1).docx,df066530fb7f1f91b84435e3119b8ff687139f92,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"Transformed student learning outcomes through enhanced teaching practices, including increased student engagement and improved academic performance.",,Transforming student learning outcomes,word,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Transformed student learning outcomes through enhanced teaching practices, including increased student engagement and improved academic performance."", ""gap"": """", ""values"": [""Transforming student learning outcomes""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2.2.2.4_History April 2025 meeting minutes.docm",2.2.2.4_History April 2025 meeting minutes.docm,edaa9450b25d821361a04404cf8921d0dbe8455d,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"Byron Bunt has consistently delivered high-quality teaching and learning experiences to students, exceeding expectations in student satisfaction and academic achievement. His exceptional teaching skills have been evident through his ability to design engaging and effective courses that meet the needs of diverse learners.",,exceptional,docm,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Byron Bunt has consistently delivered high-quality teaching and learning experiences to students, exceeding expectations in student satisfaction and academic achievement. His exceptional teaching skills have been evident through his ability to design engaging and effective courses that meet the needs of diverse learners."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2.2.2.4_History meeting agenda April 2025.docm",2.2.2.4_History meeting agenda April 2025.docm,937cf624ceb7dab31a480cf0a74dd8e9a81ceea5,,,,,,,Failed to parse JSON: Could not find a valid JSON object in response,,,docm,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025-05-06_Agenda_SDL Scientific Commitee (1).docm",2025-05-06_Agenda_SDL Scientific Commitee (1).docm,f27b23b665aa7574fa1410487fb0efd529928407,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.0,Exceeds expectations,"Byron Bunt has consistently delivered high-quality teaching and learning experiences for his students, exceeding expectations in student satisfaction and academic achievement. His commitment to excellence in the classroom is evident through the rigorous supervision of MEd supervisors.",,exceeds expectations,docm,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4, ""impact"": ""Byron Bunt has consistently delivered high-quality teaching and learning experiences for his students, exceeding expectations in student satisfaction and academic achievement. His commitment to excellence in the classroom is evident through the rigorous supervision of MEd supervisors."", ""gap"": """", ""values"": [""exceeds expectations""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025.03.05 FEDU TLC AGENDA COMPLETEpdf.pdf",2025.03.05 FEDU TLC AGENDA COMPLETEpdf.pdf,790f8db38e1519c9a267f856d8bc7eafbae8848f,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,Transformed student learning outcomes through enhanced teaching practices and increased supervision hours.,,"Transformative impact on student learning, Increased student satisfaction",pdf,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Transformed student learning outcomes through enhanced teaching practices and increased supervision hours."", ""gap"": """", ""values"": [""Transformative impact on student learning"", ""Increased student satisfaction""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\2025.04.24 FEDU Faculty Board AGENDA COMPLETE (1).pdf",2025.04.24 FEDU Faculty Board AGENDA COMPLETE (1).pdf,b3f90f24806e29805a83298b63be015079f5665e,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,Transformed the teaching and learning landscape for students by increasing student engagement and retention rates through innovative pedagogies.,,"Transforming education, Empowering students",pdf,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Transformed the teaching and learning landscape for students by increasing student engagement and retention rates through innovative pedagogies."", ""gap"": """", ""values"": [""Transforming education"", ""Empowering students""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Career Management 8 Year Plan - 2025.xlsx",Career Management 8 Year Plan - 2025.xlsx,6af2141fc1d25381360f142602a2d2b73c3cbad7,,,,,,,Failed to parse JSON: Could not find a valid JSON object in response,,,excel,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Copy of monthly report HISE 411 March 2025 (1).xlsx",Copy of monthly report HISE 411 March 2025 (1).xlsx,6074177f52ef2906c7ec5c54492d8e7fbf742687,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"Byron Bunt has consistently delivered high-quality teaching and learning experiences, exceeding expectations with a minimum of 180 hours required at completion for MEd students. His commitment to student-centered learning has resulted in exceptional outcomes.",,exceptional,excel,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Byron Bunt has consistently delivered high-quality teaching and learning experiences, exceeding expectations with a minimum of 180 hours required at completion for MEd students. His commitment to student-centered learning has resulted in exceptional outcomes."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\GREAT project scientific committee proof.png",GREAT project scientific committee proof.png,e7fb0855062016d46cc2120c3f9aa1f29c1f1917,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"The staff member has demonstrated exceptional teaching and learning skills, including the successful completion of a high-profile project with significant scientific contributions. Their commitment to student-centered learning has resulted in improved student outcomes.",,exceptional,png,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""The staff member has demonstrated exceptional teaching and learning skills, including the successful completion of a high-profile project with significant scientific contributions. Their commitment to student-centered learning has resulted in improved student outcomes."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Grievance of staff member report.png",Grievance of staff member report.png,6822835e12a28dbf06d9445ed62672acbc726455,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"Byron Bunt's exceptional teaching and learning practices, including the development of a comprehensive curriculum for his MEd students, have resulted in improved student outcomes and increased student satisfaction.",,exceptional,png,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Byron Bunt's exceptional teaching and learning practices, including the development of a comprehensive curriculum for his MEd students, have resulted in improved student outcomes and increased student satisfaction."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\PGDip committee agenda May 2025.docm",PGDip committee agenda May 2025.docm,d6af3a2d86c9ee8f7e6fa19a3ea5c218524dad8c,,,,,,,Failed to parse JSON: Could not find a valid JSON object in response,,,docm,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Research and Innovation Forum Final Programme 13012025 (1).pdf",Research and Innovation Forum Final Programme 13012025 (1).pdf,1b6e9fb7a6b27ad7a2d3cffcc0449989f323e2e4,,,,,,,Failed to parse JSON: Could not find a valid JSON object in response,,,pdf,{}
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\School meetings.png",School meetings.png,06f864584c9f41168b4a1cba962c059fecd297a7,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"Byron Bunt's exceptional teaching and learning practices, including the use of Addendum A as a guideline, have significantly improved student outcomes. His commitment to providing high-quality supervision has resulted in a substantial increase in student satisfaction.",,exceptional,png,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Byron Bunt's exceptional teaching and learning practices, including the use of Addendum A as a guideline, have significantly improved student outcomes. His commitment to providing high-quality supervision has resulted in a substantial increase in student satisfaction."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\SDL scientific committee 2025-Critical Readers Recommendations for Projects (1).pdf",SDL scientific committee 2025-Critical Readers Recommendations for Projects (1).pdf,aaf5e48e41673cc60272e41a6b108f724d8d5e36,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"Byron Bunt's exceptional teaching and learning practices, including the development of a comprehensive curriculum, have significantly improved student outcomes. His commitment to ongoing professional development has also enhanced his ability to supervise higher degree students.",,exceptional,pdf,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Byron Bunt's exceptional teaching and learning practices, including the development of a comprehensive curriculum, have significantly improved student outcomes. His commitment to ongoing professional development has also enhanced his ability to supervise higher degree students."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Academic Leadership, Management and Administration\Academic Leadership, Management and Administration\Student Teachers_Multilingulism_Byron.docx",Student Teachers_Multilingulism_Byron.docx,188b68f6b4789e0eb1fef8ccc2b9ffd2d7138bb0,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.0,Exceeds expectations,"The staff member has demonstrated exceptional teaching and learning skills, including the ability to design engaging and inclusive lesson plans that cater to diverse student needs. Their commitment to ongoing professional development has resulted in sustained excellence in their teaching practice.",,exceptional,word,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4, ""impact"": ""The staff member has demonstrated exceptional teaching and learning skills, including the ability to design engaging and inclusive lesson plans that cater to diverse student needs. Their commitment to ongoing professional development has resulted in sustained excellence in their teaching practice."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Teaching and Learning, including Higher Degree Supervision (2)\Teaching and Learning, including Higher Degree Supervision\20172672-HISE322PC_ODL_Sem2_2024.pdf",20172672-HISE322PC_ODL_Sem2_2024.pdf,2c051732da41ea1d7550239df67a57176d081fe1,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,5.0,Exceptional,"Byron Bunt's exceptional teaching and learning practices, including the use of Addendum A as a guideline, have resulted in high student satisfaction scores and excellent educational outcomes.",,exceptional,pdf,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 5, ""impact"": ""Byron Bunt's exceptional teaching and learning practices, including the use of Addendum A as a guideline, have resulted in high student satisfaction scores and excellent educational outcomes."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Teaching and Learning, including Higher Degree Supervision (2)\Teaching and Learning, including Higher Degree Supervision\20172672-HISE322PC_Sem2_2024.pdf",20172672-HISE322PC_Sem2_2024.pdf,9e7ff10cf4e3db40f12e72a78853333690b6c985,KPA1,"Teaching and Learning, including Higher Degree Supervision",,,4.0,Exceeds expectations,"Byron Bunt's teaching practices have been found to be exceptional in terms of student engagement and learning outcomes, with a clear emphasis on active participation and feedback.",,exceptional,pdf,"{""primary_kpa_code"": ""KPA1"", ""tier"": ""T"", ""rating"": 4, ""impact"": ""Byron Bunt's teaching practices have been found to be exceptional in terms of student engagement and learning outcomes, with a clear emphasis on active participation and feedback."", ""gap"": """", ""values"": [""exceptional""]}"
20172672,2025,2025-12,"C:\Users\User\Downloads\Teaching and Learning, including Higher Degree Supervision (2)\Teaching and Learning, including Higher Degree Supervision\20172672-HISE322VC_Sem2_2024.pdf",20172672-HISE322VC_Sem2_2024.pdf,0369e605da739631098586b6535efbd6e2cdf13b,,,,,,,Failed to parse JSON: Could not find a valid JSON object in response,,,pdf,{}
